date,rainfall_mm
2005-03-01,0.84
2005-04-01,5.19
2005-05-01,1.55
2005-06-01,0.01
2005-07-01,1.16
2005-08-01,1.3
2005-09-01,0.94
2005-10-01,0.09
2005-11-01,0.18
2005-12-01,0.0
2006-01-01,0.24
2006-02-01,0.37
2006-03-01,2.41
2006-04-01,2.56
2006-05-01,0.44
2006-06-01,0.2
2006-07-01,4.55
2006-08-01,5.44
2006-09-01,1.75
2006-10-01,0.53
2006-11-01,0.03
2006-12-01,0.67
2007-01-01,0.39
2007-02-01,0.7
2007-03-01,0.44
2007-04-01,1.89
2007-05-01,0.57
2007-06-01,0.35
2007-07-01,3.55
2007-08-01,2.27
2007-09-01,1.3
2007-10-01,0.35
2007-11-01,0.06
2007-12-01,0.0
2008-01-01,0.29
2008-02-01,0.09
2008-03-01,0.0
2008-04-01,1.49
2008-05-01,0.48
2008-06-01,0.21
2008-07-01,3.28
2008-08-01,3.31
2008-09-01,1.64
2008-10-01,0.17
2008-11-01,0.81
2008-12-01,0.01
2009-01-01,0.43
2009-02-01,0.07
2009-03-01,0.55
2009-04-01,1.07
2009-05-01,0.12
2009-06-01,0.57
2009-07-01,3.67
2009-08-01,3.82
2009-09-01,0.62
2009-10-01,1.11
2009-11-01,0.03
2009-12-01,0.26
2010-01-01,0.01
2010-02-01,1.55
2010-03-01,1.43
2010-04-01,1.47
2010-05-01,1.1
2010-06-01,0.93
2010-07-01,3.93
2010-08-01,5.25
2010-09-01,1.79
2010-10-01,0.13
2010-11-01,0.14
2010-12-01,0.03
2011-01-01,0.07
2011-02-01,0.07
2011-03-01,1.05
2011-04-01,0.57
2011-05-01,1.61
2011-06-01,0.02
2011-07-01,0.69
2011-08-01,1.7
2011-09-01,0.62
2011-10-01,0.12
2011-11-01,0.18
2011-12-01,0.01
2012-01-01,0.01
2012-02-01,0.0
2012-03-01,0.16
2012-04-01,1.51
2012-05-01,0.21
2012-06-01,0.08
2012-07-01,2.63
2012-08-01,2.68
2012-09-01,0.8
2012-10-01,0.03
2012-11-01,0.01
2012-12-01,0.07
2013-01-01,0.49
2013-02-01,0.01
2013-03-01,1.29
2013-04-01,1.44
2013-05-01,0.61
2013-06-01,0.29
2013-07-01,3.83
2013-08-01,4.04
2013-09-01,1.27
2013-10-01,2.11
2013-11-01,0.11
2013-12-01,0.03
2014-01-01,0.02
2014-02-01,0.34
2014-03-01,1.14
2014-04-01,1.28
2014-05-01,0.84
2014-06-01,0.57
2014-07-01,4.8
2014-08-01,2.48
2014-09-01,2.38
2014-10-01,1.02
2014-11-01,0.12
2014-12-01,0.12
2015-01-01,0.33
2015-02-01,0.01
2015-03-01,0.21
2015-04-01,0.0
2015-05-01,0.51
2015-06-01,0.31
2015-07-01,0.27
2015-08-01,4.61
2015-09-01,1.83
2015-10-01,0.06
2015-11-01,0.55
2015-12-01,0.76
2016-01-01,0.13
2016-02-01,0.25
2016-03-01,0.38
2016-04-01,4.26
2016-05-01,1.27
2016-06-01,0.45
2016-07-01,3.98
2016-08-01,4.08
2016-09-01,0.98
2016-10-01,0.02
2016-11-01,0.1
2016-12-01,0.01
2017-01-01,0.0
2017-02-01,1.98
2017-03-01,1.67
2017-04-01,0.7
2017-05-01,1.95
2017-06-01,0.05
2017-07-01,0.71
2017-08-01,2.69
2017-09-01,3.37
2017-10-01,0.63
2017-11-01,0.09
2017-12-01,0.0
2018-01-01,0.04
2018-02-01,0.19
2018-03-01,0.12
2018-04-01,2.29
2018-05-01,0.05
2018-06-01,0.15
2018-07-01,1.88
2018-08-01,2.65
2018-09-01,4.18
2018-10-01,0.49
2018-11-01,0.35
2018-12-01,0.0
2019-01-01,0.0
2019-02-01,1.21
2019-03-01,0.44
2019-04-01,1.21
2019-05-01,0.24
2019-06-01,1.06
2019-07-01,0.43
2019-08-01,1.82
2019-09-01,4.83
2019-10-01,0.85
2019-11-01,0.42
2019-12-01,0.88
2020-01-01,0.27
2020-02-01,0.41
2020-03-01,1.11
2020-04-01,2.03
2020-05-01,1.84
2020-06-01,0.46
2020-07-01,4.32
2020-08-01,2.71
2020-09-01,1.51
2020-10-01,0.59
2020-11-01,0.09
2020-12-01,0.05
2021-01-01,0.23
2021-02-01,0.76
2021-03-01,0.0
2021-04-01,0.85
2021-05-01,0.61
2021-06-01,0.07
2021-07-01,6.84
2021-08-01,3.76
2021-09-01,2.54
2021-10-01,0.7
2021-11-01,0.12
2021-12-01,1.5
2022-01-01,1.53
2022-02-01,0.19
2022-03-01,0.63
2022-04-01,0.74
2022-05-01,0.16
2022-06-01,1.66
2022-07-01,3.81
2022-08-01,4.95
2022-09-01,1.47
2022-10-01,0.49
2022-11-01,0.03
2022-12-01,0.54
2023-01-01,0.04
2023-02-01,0.43
2023-03-01,2.43
2023-04-01,4.05
2023-05-01,2.11
2023-06-01,1.43
2023-07-01,2.03
2023-08-01,3.74
2023-09-01,2.18
2023-10-01,0.99
2023-11-01,0.46
2023-12-01,0.01
2024-01-01,0.03
2024-02-01,0.34
2024-03-01,1.05
2024-04-01,2.1
2024-05-01,0.78
2024-06-01,0.2
2024-07-01,4.68
2024-08-01,8.38
2024-09-01,1.44
2024-10-01,0.94
2024-11-01,0.06
2024-12-01,0.01
