date,rainfall_mm
2005-03-01,1.11
2005-04-01,1.5
2005-05-01,5.53
2005-06-01,2.58
2005-07-01,5.34
2005-08-01,3.24
2005-09-01,4.07
2005-10-01,2.75
2005-11-01,0.99
2005-12-01,0.01
2006-01-01,0.26
2006-02-01,0.28
2006-03-01,1.44
2006-04-01,2.97
2006-05-01,6.29
2006-06-01,4.06
2006-07-01,5.0
2006-08-01,5.43
2006-09-01,3.7
2006-10-01,4.39
2006-11-01,3.44
2006-12-01,1.66
2007-01-01,0.64
2007-02-01,1.06
2007-03-01,1.76
2007-04-01,2.88
2007-05-01,6.51
2007-06-01,4.7
2007-07-01,5.8
2007-08-01,5.8
2007-09-01,5.31
2007-10-01,3.44
2007-11-01,3.41
2007-12-01,0.54
2008-01-01,1.15
2008-02-01,0.1
2008-03-01,1.21
2008-04-01,3.91
2008-05-01,4.25
2008-06-01,3.98
2008-07-01,4.64
2008-08-01,4.47
2008-09-01,4.67
2008-10-01,5.44
2008-11-01,1.62
2008-12-01,0.32
2009-01-01,0.97
2009-02-01,0.53
2009-03-01,1.22
2009-04-01,6.73
2009-05-01,2.5
2009-06-01,2.33
2009-07-01,2.7
2009-08-01,3.17
2009-09-01,4.76
2009-10-01,3.8
2009-11-01,0.97
2009-12-01,1.19
2010-01-01,0.53
2010-02-01,0.4
2010-03-01,1.02
2010-04-01,2.07
2010-05-01,5.75
2010-06-01,4.55
2010-07-01,4.08
2010-08-01,4.1
2010-09-01,4.57
2010-10-01,3.89
2010-11-01,1.57
2010-12-01,0.36
2011-01-01,0.39
2011-02-01,0.1
2011-03-01,1.01
2011-04-01,2.72
2011-05-01,4.42
2011-06-01,4.28
2011-07-01,2.61
2011-08-01,3.29
2011-09-01,3.0
2011-10-01,5.72
2011-11-01,4.3
2011-12-01,0.41
2012-01-01,0.08
2012-02-01,0.0
2012-03-01,0.34
2012-04-01,3.09
2012-05-01,7.04
2012-06-01,2.51
2012-07-01,5.3
2012-08-01,7.16
2012-09-01,6.83
2012-10-01,4.85
2012-11-01,2.42
2012-12-01,2.23
2013-01-01,0.72
2013-02-01,0.47
2013-03-01,1.01
2013-04-01,3.49
2013-05-01,9.13
2013-06-01,4.32
2013-07-01,5.26
2013-08-01,3.32
2013-09-01,4.62
2013-10-01,4.62
2013-11-01,4.55
2013-12-01,0.34
2014-01-01,0.14
2014-02-01,0.19
2014-03-01,1.63
2014-04-01,4.8
2014-05-01,7.69
2014-06-01,4.96
2014-07-01,5.89
2014-08-01,6.37
2014-09-01,6.08
2014-10-01,9.0
2014-11-01,2.63
2014-12-01,1.58
2015-01-01,0.02
2015-02-01,0.02
2015-03-01,2.28
2015-04-01,1.59
2015-05-01,6.54
2015-06-01,6.93
2015-07-01,5.18
