date,rainfall_mm
2005-03-01,3.22
2005-04-01,5.07
2005-05-01,9.21
2005-06-01,1.19
2005-07-01,1.67
2005-08-01,1.42
2005-09-01,2.52
2005-10-01,2.43
2005-11-01,1.38
2005-12-01,0.01
2006-01-01,0.44
2006-02-01,2.06
2006-03-01,5.59
2006-04-01,7.0
2006-05-01,7.39
2006-06-01,4.17
2006-07-01,5.61
2006-08-01,6.22
2006-09-01,4.76
2006-10-01,5.31
2006-11-01,5.29
2006-12-01,4.55
2007-01-01,1.62
2007-02-01,2.38
2007-03-01,3.04
2007-04-01,5.92
2007-05-01,7.05
2007-06-01,4.85
2007-07-01,5.23
2007-08-01,6.94
2007-09-01,5.85
2007-10-01,3.65
2007-11-01,2.43
2007-12-01,0.57
2008-01-01,1.12
2008-02-01,0.55
2008-03-01,2.37
2008-04-01,7.03
2008-05-01,2.64
2008-06-01,3.06
2008-07-01,3.58
2008-08-01,3.51
2008-09-01,4.3
2008-10-01,6.11
2008-11-01,4.39
2008-12-01,0.24
2009-01-01,1.91
2009-02-01,0.54
2009-03-01,2.17
2009-04-01,8.07
2009-05-01,4.14
2009-06-01,1.69
2009-07-01,2.99
2009-08-01,2.71
2009-09-01,5.61
2009-10-01,5.46
2009-11-01,1.18
2009-12-01,3.99
2010-01-01,1.11
2010-02-01,2.21
2010-03-01,5.1
2010-04-01,5.77
2010-05-01,8.27
2010-06-01,5.7
2010-07-01,4.17
2010-08-01,3.76
2010-09-01,4.31
2010-10-01,3.55
2010-11-01,1.44
2010-12-01,0.78
2011-01-01,0.33
2011-02-01,0.25
2011-03-01,2.18
2011-04-01,4.71
2011-05-01,6.54
2011-06-01,3.58
2011-07-01,2.26
2011-08-01,2.04
2011-09-01,2.68
2011-10-01,3.13
2011-11-01,7.16
2011-12-01,0.78
2012-01-01,0.03
2012-02-01,0.28
2012-03-01,0.94
2012-04-01,9.43
2012-05-01,6.32
2012-06-01,2.95
2012-07-01,4.15
2012-08-01,9.71
2012-09-01,6.75
2012-10-01,4.18
2012-11-01,3.07
2012-12-01,2.68
2013-01-01,0.92
2013-02-01,0.22
2013-03-01,3.85
2013-04-01,10.05
2013-05-01,8.19
2013-06-01,5.36
2013-07-01,5.68
2013-08-01,4.26
2013-09-01,4.17
2013-10-01,6.43
2013-11-01,5.6
2013-12-01,0.33
2014-01-01,0.06
2014-02-01,1.5
2014-03-01,3.94
2014-04-01,7.02
2014-05-01,10.11
2014-06-01,5.13
2014-07-01,4.51
2014-08-01,4.11
2014-09-01,5.64
2014-10-01,7.85
2014-11-01,3.56
2014-12-01,1.63
2015-01-01,0.02
2015-02-01,0.49
2015-03-01,1.54
2015-04-01,5.56
2015-05-01,6.76
2015-06-01,4.33
2015-07-01,3.69
2015-08-01,1.99
2015-09-01,1.56
2015-10-01,10.2
2015-11-01,6.61
2015-12-01,3.54
2016-01-01,0.61
2016-02-01,0.48
2016-03-01,2.55
2016-04-01,11.95
2016-05-01,6.33
2016-06-01,2.73
2016-07-01,2.83
2016-08-01,5.8
2016-09-01,4.64
2016-10-01,4.25
2016-11-01,2.56
2016-12-01,0.76
2017-01-01,0.13
2017-02-01,1.57
2017-03-01,2.68
2017-04-01,4.29
2017-05-01,9.63
2017-06-01,2.65
2017-07-01,4.18
2017-08-01,3.37
2017-09-01,5.54
2017-10-01,5.9
2017-11-01,2.62
2017-12-01,0.06
2018-01-01,0.04
2018-02-01,3.07
2018-03-01,2.94
2018-04-01,11.97
2018-05-01,6.12
2018-06-01,3.49
2018-07-01,0.8
2018-08-01,2.57
2018-09-01,2.01
2018-10-01,4.2
2018-11-01,3.76
2018-12-01,1.47
2019-01-01,0.04
2019-02-01,0.94
2019-03-01,2.91
2019-04-01,8.69
2019-05-01,5.56
2019-06-01,4.21
2019-07-01,3.66
2019-08-01,4.11
2019-09-01,4.98
2019-10-01,9.92
2019-11-01,6.71
2019-12-01,2.63
2020-01-01,2.26
2020-02-01,3.12
2020-03-01,4.69
2020-04-01,14.36
2020-05-01,10.61
2020-06-01,4.93
2020-07-01,4.36
2020-08-01,5.11
2020-09-01,7.18
2020-10-01,3.56
2020-11-01,3.92
2020-12-01,7.06
2021-01-01,3.85
2021-02-01,0.84
2021-03-01,0.77
2021-04-01,6.03
2021-05-01,10.03
2021-06-01,1.36
2021-07-01,4.79
2021-08-01,5.45
2021-09-01,4.72
2021-10-01,4.29
2021-11-01,2.42
2021-12-01,1.51
2022-01-01,1.25
2022-02-01,0.72
2022-03-01,1.81
2022-04-01,8.32
2022-05-01,4.03
2022-06-01,2.88
2022-07-01,3.51
2022-08-01,2.55
2022-09-01,3.82
