date,rainfall_mm
2015-10-01,2.68
2015-11-01,2.41
2015-12-01,1.33
2016-01-01,0.79
2016-02-01,0.81
2016-03-01,1.02
2016-04-01,8.72
2016-05-01,7.54
2016-06-01,3.51
2016-07-01,4.82
2016-08-01,6.96
2016-09-01,4.15
2016-10-01,3.4
2016-11-01,2.37
2016-12-01,0.49
2017-01-01,0.0
2017-02-01,2.07
2017-03-01,2.46
2017-04-01,2.69
2017-05-01,9.86
2017-06-01,3.51
2017-07-01,5.73
2017-08-01,7.52
2017-09-01,7.64
2017-10-01,2.7
2017-11-01,2.16
2017-12-01,0.08
2018-01-01,0.24
2018-02-01,2.63
2018-03-01,2.43
2018-04-01,7.66
2018-05-01,4.98
2018-06-01,4.52
2018-07-01,2.69
2018-08-01,5.87
2018-09-01,2.23
2018-10-01,2.9
2018-11-01,3.13
2018-12-01,0.31
2019-01-01,0.0
2019-02-01,0.3
2019-03-01,1.37
2019-04-01,4.63
2019-05-01,3.03
2019-06-01,4.89
2019-07-01,3.49
2019-08-01,7.28
2019-09-01,11.82
2019-10-01,6.14
2019-11-01,3.46
2019-12-01,1.21
2020-01-01,0.59
2020-02-01,1.03
2020-03-01,4.26
2020-04-01,12.31
2020-05-01,9.81
2020-06-01,6.25
2020-07-01,6.9
2020-08-01,9.21
2020-09-01,10.01
2020-10-01,3.44
2020-11-01,1.22
2020-12-01,1.24
2021-01-01,3.01
2021-02-01,1.16
2021-03-01,0.9
2021-04-01,5.15
2021-05-01,5.02
2021-06-01,1.64
2021-07-01,4.62
2021-08-01,9.89
2021-09-01,7.16
2021-10-01,6.21
2021-11-01,2.67
2021-12-01,2.54
2022-01-01,1.75
2022-02-01,0.84
2022-03-01,0.98
2022-04-01,7.76
2022-05-01,1.6
2022-06-01,4.88
2022-07-01,5.72
2022-08-01,4.75
2022-09-01,4.57
2022-10-01,3.99
2022-11-01,0.73
2022-12-01,1.05
2023-01-01,0.12
2023-02-01,0.43
2023-03-01,5.11
2023-04-01,7.74
2023-05-01,6.55
2023-06-01,4.47
2023-07-01,6.12
2023-08-01,5.33
2023-09-01,4.24
2023-10-01,8.27
2023-11-01,6.7
2023-12-01,0.27
2024-01-01,0.65
2024-02-01,5.18
2024-03-01,3.16
2024-04-01,6.52
2024-05-01,3.68
2024-06-01,6.74
2024-07-01,8.78
2024-08-01,6.52
2024-09-01,4.9
2024-10-01,7.45
2024-11-01,1.47
2024-12-01,0.27
