date,rainfall_mm
2005-03-01,2.46
2005-04-01,4.35
2005-05-01,4.33
2005-06-01,1.78
2005-07-01,6.05
2005-08-01,4.89
2005-09-01,2.9
2005-10-01,0.91
2005-11-01,0.22
2005-12-01,0.0
2006-01-01,0.28
2006-02-01,2.63
2006-03-01,3.82
2006-04-01,3.12
2006-05-01,1.9
2006-06-01,4.84
2006-07-01,10.2
2006-08-01,7.14
2006-09-01,4.89
2006-10-01,2.29
2006-11-01,0.35
2006-12-01,0.56
2007-01-01,0.47
2007-02-01,1.98
2007-03-01,2.57
2007-04-01,2.54
2007-05-01,4.88
2007-06-01,3.81
2007-07-01,7.66
2007-08-01,7.51
2007-09-01,5.86
2007-10-01,0.98
2007-11-01,0.3
2007-12-01,0.0
2008-01-01,0.23
2008-02-01,0.1
2008-03-01,0.12
2008-04-01,1.79
2008-05-01,1.98
2008-06-01,2.91
2008-07-01,9.36
2008-08-01,10.04
2008-09-01,5.31
2008-10-01,0.93
2008-11-01,2.28
2008-12-01,0.1
2009-01-01,1.69
2009-02-01,0.27
2009-03-01,0.85
2009-04-01,1.76
2009-05-01,1.23
2009-06-01,2.5
2009-07-01,6.89
2009-08-01,6.58
2009-09-01,3.24
2009-10-01,2.58
2009-11-01,0.16
2009-12-01,1.7
2010-01-01,0.07
2010-02-01,3.23
2010-03-01,2.55
2010-04-01,4.55
2010-05-01,3.86
2010-06-01,5.75
2010-07-01,8.64
2010-08-01,7.73
2010-09-01,6.37
2010-10-01,0.51
2010-11-01,0.75
2010-12-01,0.42
2011-01-01,0.16
2011-02-01,0.34
2011-03-01,2.12
2011-04-01,1.9
2011-05-01,3.23
2011-06-01,4.08
2011-07-01,4.58
2011-08-01,4.4
2011-09-01,2.87
2011-10-01,0.18
2011-11-01,0.82
2011-12-01,0.04
2012-01-01,0.01
2012-02-01,0.0
2012-03-01,0.48
2012-04-01,3.81
2012-05-01,0.91
2012-06-01,2.88
2012-07-01,10.67
2012-08-01,11.41
2012-09-01,5.78
2012-10-01,0.13
2012-11-01,0.0
2012-12-01,0.37
2013-01-01,0.83
2013-02-01,0.11
2013-03-01,2.46
2013-04-01,6.08
2013-05-01,3.45
2013-06-01,5.56
2013-07-01,10.31
2013-08-01,7.82
2013-09-01,5.35
2013-10-01,2.57
2013-11-01,1.16
2013-12-01,0.01
2014-01-01,0.08
2014-02-01,1.25
2014-03-01,1.84
2014-04-01,2.84
2014-05-01,4.43
2014-06-01,3.33
2014-07-01,7.32
2014-08-01,6.73
2014-09-01,5.59
2014-10-01,2.56
2014-11-01,0.57
2014-12-01,0.98
2015-01-01,0.13
2015-02-01,0.3
2015-03-01,0.62
2015-04-01,0.24
2015-05-01,4.59
2015-06-01,5.24
2015-07-01,7.56
2015-08-01,9.1
2015-09-01,2.57
2015-10-01,0.26
2015-11-01,0.6
2015-12-01,0.91
2016-01-01,1.02
2016-02-01,0.69
2016-03-01,1.42
2016-04-01,4.07
2016-05-01,5.37
2016-06-01,3.41
2016-07-01,7.67
2016-08-01,9.6
2016-09-01,6.49
2016-10-01,1.5
2016-11-01,0.23
2016-12-01,0.07
2017-01-01,0.0
2017-02-01,3.86
2017-03-01,2.07
2017-04-01,0.83
2017-05-01,4.81
2017-06-01,2.69
2017-07-01,10.39
2017-08-01,9.65
2017-09-01,8.38
2017-10-01,1.26
2017-11-01,0.3
2017-12-01,0.05
2018-01-01,0.04
2018-02-01,1.62
2018-03-01,0.51
2018-04-01,4.2
2018-05-01,2.22
2018-06-01,6.23
2018-07-01,6.96
2018-08-01,10.53
2018-09-01,1.91
2018-10-01,0.86
2018-11-01,0.9
2018-12-01,0.04
2019-01-01,0.0
2019-02-01,0.41
2019-03-01,1.87
2019-04-01,4.48
2019-05-01,1.16
2019-06-01,5.45
2019-07-01,6.86
2019-08-01,10.0
2019-09-01,12.34
2019-10-01,0.92
2019-11-01,1.16
2019-12-01,0.32
2020-01-01,0.08
2020-02-01,0.34
2020-03-01,1.5
2020-04-01,6.64
2020-05-01,4.37
2020-06-01,6.21
2020-07-01,13.84
2020-08-01,14.41
2020-09-01,7.61
2020-10-01,1.75
2020-11-01,0.18
2020-12-01,0.11
2021-01-01,1.12
2021-02-01,0.93
2021-03-01,0.23
2021-04-01,3.13
2021-05-01,3.26
2021-06-01,4.81
2021-07-01,6.85
2021-08-01,10.06
2021-09-01,5.72
2021-10-01,2.44
2021-11-01,1.75
2021-12-01,0.88
2022-01-01,1.03
2022-02-01,0.97
2022-03-01,0.89
2022-04-01,3.27
2022-05-01,0.24
2022-06-01,5.81
2022-07-01,9.11
2022-08-01,6.56
2022-09-01,4.6
2022-10-01,2.05
2022-11-01,0.26
2022-12-01,0.6
2023-01-01,0.08
2023-02-01,0.27
2023-03-01,2.95
2023-04-01,7.2
2023-05-01,4.51
2023-06-01,5.53
2023-07-01,9.8
2023-08-01,8.46
2023-09-01,3.94
2023-10-01,1.89
2023-11-01,1.32
2023-12-01,0.27
2024-01-01,0.58
2024-02-01,2.69
2024-03-01,3.24
2024-04-01,3.3
2024-05-01,1.35
2024-06-01,7.9
2024-07-01,14.2
2024-08-01,9.72
2024-09-01,6.74
2024-10-01,3.49
2024-11-01,0.62
2024-12-01,0.04
